person_id,institution,program
1657,"Essex County College, New Jersey Institute of Technology","Associate of Science in Computer Science in Software/Hardware, Bachelor of Science in Information System in Information System"
1658,Addis Ababa University,"Bachelor of Science in Statistics, Master of Science degree in Computer Science"
1659,"George Washington University, Southern Methodist University, Indiana University","Geography, M.M. in Music, B.S. in Computer science & music"
1660,Conestoga College of Applied Arts and Technology,BA in Computer Science & Microcomputer Technology
1661,"G.B. Pant University of Ag. & Technology - Nainital, Uttarakhand",B. Tech. in Computer Science
1662,University of Abuja,Bachelors of Science in Physics
1663,"Maharishi University, Johnson & Wales University","MS computer Science in Computer Science, MBA in Financial Management"
1664,RICE UNIVERSITY,certification
1665,"Witbank High School, Belfast High School",
1666,"TEXAS A & M ENGINEERING EXTENSION SERVICE, NATIONAL UNIVERSITY OF BANGLADESH","MCITP, BSC, MCTS"
1667,"Sacred Heart University, Rider University","MBA in International Business, BS in Computer Science"
1668,"Baker University, School of Professional & Graduate Studies, Washburn University, Johnson County Community College","Master of Liberal Arts in Creative Arts, Bachelor of Integrated Studies in Liberal Arts, Associate of Applied Science in Business Administration"
1669,"Arapahoe Community College, Barnes Business College",IT and Contract Management
1670,Miami Lakes Technical School,High School Diploma
1671,"Haiti Center for Vocational Training, Durham Technical Community College, My ComputerCareer, Code the Dream","Associate in Information Systems Management, Certificate in English as a Second Language, World Class IT Professional. CompTIA IT Operations Specialist and CompTIA Network Infrastructure Professional. in Information Technology Network Administration, Certificate in JavaScript and Ruby"
1672,University of Phoenix,Master of Business Administration in Business Administration
1673,University of Johannesburg,Bachelors in Computer Technologies in metrics & management
1674,"Santa Clara University, Jawaharlal Nehru Technological University","Master's in Computer Engineering, Bachelor's in Electronics and Communication Engineering"
1675,"Radford University, Poquoson High School","Business Administration, High School Diploma"
1676,Rutgers University,
1677,"BLOOMFIELD COLLEGE, Mercer County College, Morris County College","Bachelor of Arts in Applied Mathematics, Construction Blueprint Reading"
1678,"Northern Vermont University, Notre Dame Secretarial College","Bachelor's in Professional Studies, Associates in Office Systems Technology"
1679,Fort Lewis College,BA in Management Information Systems
1680,"California State Polytechnic University-Pomona, Riverside City College","Bachelor's in Computer Information Systems, Associate in AA"
1681,Cleary University,Master of Business Administration in Business Administration
1683,Hillsborough Community College,AA and a Certificate of proficiency in computer programming in General business and programming
1684,Case Western Reserve University,BS in Electrical Engineering and Applied Physics
1685,"University of Florida, University of Pune","MS in Computer Science, Bachelor of Engineering in Electronics"
1686,Northern Michigan University,Bachelor of Science in Computer Systems in Electronics Technology and Computer Graphics
1687,Charles Sturt University,Master of Database Design and Management in Database Design and Management
1688,"Syracuse University, SUNY New Paltz","M.S. in Computer Engineering, B.S. in Electrical Engineering"
1689,"Pensacola State College, James W. Mitchell High School Adult Education","Bachelor of Science in Education, Associate of Arts, High School Diploma"
1690,Walsh College,Bachelor of Computer Information Systems in Computer Information Systems
1691,Manchester University,B.A. in Secondary Education
1692,Queensborough Community College,A.A.S. in Computer Information Systems
1693,J.N.T. University,Bachelor of Technology in Technology
1694,"University of Applied Sciences - Zwolle, NL",Bachelors in Engineering and Information Technology
1695,Goldey Beacom College,Business
1696,Sullivan University,Master of Science in Management of Information Technology
1697,"University of Maryland University College, Liberty University, Community College of the Air Force","Master's in Acquisition/Supply Chain Mgmt, Master's in Master of Business Administration, Bachelor's in Project Management, Associate in Aviation Management"
1699,Tuscola High School,
1700,Phoenixville Area High School,High school or equivalent
1701,"University Maryland University College, Prince George's Community College, Strayer University","B.A. degree, Certificate, MCSE"
1702,University of Louisiana at Monroe,B.B.A. in Computer Information Systems
1703,"Nazarene Theological Seminary, Point Loma Nazarene University","Master of Arts in Christian Education, Bachelor's in Business Administration"
1704,Visvesvaraya Technological University,Bachelor of Engineering in Computer Science
1705,Jordan,Bachelor's
1706,University of Phoenix,Bachelors Degree in Information Technology
1707,"Strayer University, Somali National University, School of Human Development Resources and Leadership","Masters of Education in Management Technology, Masters in Computer Information Systems, Bachelors of Science in Computer Information Systems, Master of Art and Science, Bachelors of Science degree in Management"
1708,"Sinhgad Institute Of Management, Sonopant Dandekar College Of Science, R.Y.K. College Of Science.Nasik, Kenam English School","Master Of Computer Management in Computer Management, Bachelor Of Science, H.S.C., S.S.C."
1709,"Georgia College and State University, Auburn University","MBA, BS in Management Information Systems"
1710,"ITT Technical Institute, South West Truck Driver School","Bachelor of Science in Project Management in Information Technology, Associate of Science in Computer Networking Systems, CDL License in Commercial Truck Driving"
1711,Georgia College & State University,Bachelor in Information Systems
1712,"Capella University, University of Arkansas at Little Rock","M.S. in Information Systems and Technology Management, B.B.A. in Management Information Systems"
1713,"University of Toledo, Stautzenberger College","BA in Professional Studies, Associate Degree in Web Design"
1714,Schenectady Community College,"AS Computer Science, AS Business Administration"
1715,"KIT'S College Of Engineering, Visvesvaraya National Institute Of Technology, W.P. Carey School of Business, Arizona State University","Bachelor of Engineering in Computer Science and Engineering, Master of Technology in Computer Science and Engineering, Master of Science in Business Analytics"
1716,"Austin Community College, Pima Community College - Fort Knox, KY, US Army Computer Science School - Fort Gordon, GA","Computer Technology/Computer Systems Technology, Computer Science"
1717,"Indiana University-Purdue University Indianapolis, Ivy Tech Community College of Indianapolis, Brownsburg High School","Spanish, Diploma"
1718,"Bergen Community College, Computer Learning Center of NJ","Graphic Art, English Majors, Certificate"
1719,Punjab University,Post Graduate Diploma Management in Information Systems
1720,"Harlingen High School, Abilene Christian University",High School Diploma
1721,New York City College of Technology,Computer Science
1722,"University of Alabama Birmingham, Atlanta Institute of Music, Jefferson State",Business Administration
1723,Universite Caraibe,B.S. in Computer Engineering
1724,"University of Benin, Nigeria, Ambrose Alli University, Nigeria","Master's in Engineering Management, Bachelor's in Electrical Engineering"
1725,"Portland State University, Portland Community College","Bachelor's in Business Admin: Marketing and Management/Leadership, Associate in Business Administration"
