person_id,ability
1082,"Oracle DBA, Database Administration, Production Support, Installation, Configuration, Upgrades, Patches, Performance Tuning, Backup and Recovery, Cloning, Space Management, Database Security, Oracle 12c/11g/10g/9i, RAC Databases, 24x7 On-Call Production Database Support, Linux, HP-Ux, Solaris, AIX, Windows, DataGuard Configuration, Standby Databases, Active Data Guard, Snapshot Standby, Physical and Logical Structure of Database, Catalog Server, Grid Control 10g & 11g, Grid Infrastructure-CRS Management, Oracle Database Monitoring and Tuning, Oracle GoldenGate, Replication Technologies, Data Masking, Performance Tuning, Flashback Features, RMAN Procedures, Database Backup and Recovery, Data Migrations, Unix Shell Scripts, Database Security, External Tables, SQL*Loader, Hardware Sizing and Capacity Planning, NoSQL Databases, MongoDB, SQL Tuning, AWR, ADDM"
1083,"cloud technology, AWS, MS Azure, GCP, IaaS, PaaS, SaaS, AWS Solutions Architect, DevOps, Jenkins, GitHub, Ansible, AWS automation, CloudFomration, Terraform, RPA Automation Anywhere, AIOps, Oracle, AWS Solutions Architect training, AWS certification, Oracle RAC, Data guard, Oracle Streams, SharePlex, Golden Gate, CDC, database security, SOX compliance, database audit, PCI migration, Oracle Super Cluster, Exadata, database sizing, capacity planning, PL/SQL, Shell scripting, performance tuning, MongoDB, MySQL, Cassandra, Big Data, Hadoop, VMware, Oracle VM, MS Azure, AWS infrastructure, SDLC, Agile, scrum, sprints, Kanban, My Oracle Support, ServiceNow, IBM MAXIMO"
1084,"Agile, Lean Agile, C, C++, Cognos Impromptu Tool, Crystal Reports, DATA VAULT/KIMBALL/INMON (Data Modeling), DENODO (Data Virtualization), Designer 2000, Designer 2000 CASE tool, Developer 2000 (Forms & Reports), ER Studio, INFORMATICA, JAVA, Microsoft Access, Microsoft Excel, Microsoft Excel 2003/2007/2013, Microsoft SQL server 2000- 2016, Microsoft SQL SERVER Analysis Services (SSAS), Microsoft SQL SERVER Integration Services (SSIS), Microsoft SQL SERVER Reporting Services (SSRS), Microsoft Visio, MS Power Pivot/Power View/Power BI, MS TFS, MS Transact SQL (T-SQL), Netezza (pure data) for Analytics, Oracle 9i, 10G, Oracle database administration, Oracle EXPRESS & OLAP, Oracle Web Agent, PL/SQL, POWER DESIGNER, SQL*NET, SQL/Loader, SQL/PLUS, Sybase, TERADATA, TOAD, UNIX Shell Scripts, Windows, Windows PowerShell"
1085,"Salesforce NPSP, Data Cleanup, Custom Objects and Fields, Reports and Dashboards, Data Loader, Apex, Automated Processes, Record Types, Salesforce Integration, Website Design, Content Management Systems, Stats Analysis Platform, Interactive Tools, Database Administration, PHP, ASP, JavaScript, CSS, MySQL, UI Design, Admin Tools, Website Development"
1086,"Propose and Introduce new legislation, Draft legislation in response and to reflect district needs, Supervise and direct office and Staff, Prepare and proofread correspondence, Approve public and media relations, Oversaw the day to day operation of the store, Coordinated the purchase and restocking of supplies and products, Negotiated with vendors and suppliers on pricing, quantity and quality of supplies and services, Trained all new employees on Shipping protocals for USPS, DHL, Federal Express and UPS, Created work schedule for store employees, Tracked and stored all business related documents to assist in End of Quarter, and End of Year financial preparations which included tax preparation, Ensured that customer expectations were being met by myself and store staff, Using DB2, Tivoli Service Desk, PC Anywhere, Citrix, AIX Microsoft Windows 2000 and F-Secure SSH Client to Install, configure and support eESM database tools for Problem and Change Management, Perform Changes to the eESM database tools and database as required, Maintain data in the database as provided by the customer, Assist in resolution of Hardware/Software issues for TSD infrastructure and database issues, Adhere to department process, procedures and work instructions"
1087,"Cost Reduction, Metrics and Savings, Performance Monitoring, Software License Evaluation, BMC Mainview Mainframe Support, Operations and Developer Support, IBM Z Maintenance, Group Capacity Implementation, Job Shadowing, Gallup Engagement Survey, DBA Duties, Application Support, Performance Tuning, Backup and Recovery, Online Reorgs, Conversions, Buffer Pool Tuning, Disaster Recovery Testing, DB2 Migration and Installation, Third Party Software Support, DB2 Object Management, Data Migration, Bank Conversions, Y2K Testing, Documentation, Standards Development, Training, Budget Management, Software Selection and Testing"
1088,"Power user of itwo 4.0, Sage and Power BI, Visual Basic programming language using Visual Studio .NET, Project management, prototyping, relational database, reporting, and research, Systems Development Life Cycle (SDLC) / Waterfall Model, Agile Methodology / Scrum Methodology, Data System to a logical level prototyping, interface design, data flows, tables / trees, Microsoft Office (Outlook, Excel, Word, PowerPoint, Visio, MS Access), Operating system (Window, Linux, Android, iOS, 802.3 Ethernet protocol, SAP product and ERPs, Networking: TCP IP, Routing, PING Operating system, Oracle FIREWALL.NET, Ethernet, Attention to detail, develop presentations, cost control, documentation, flowchart meetings, problem-solving skills, process analysis"
1089,"Lead Consultant, Database Configuration Administrator, Workflow Design Consultant, Senior CarWatch to SiteWatch (DOS-to-Windows) conversion specialist, Enhances the end user's understanding of database systems, Trains users via remote meeting conventions, Migrates data, Provides direct feedback to developers, Works in tandem with developers to test additions/modifications to software, Evaluates customer habits, Reviews notifications of sale and project proposals, Develops and maintains consistent standards for project delivery, Provides top-tier escalation support for onsite installation team, Scheduled, planned and managed the installation of point-of-sale systems, Designed and innovated a time-saving and robust DOS-to-Windows conversion program, Independently developed the start-to-finish questionnaire process for client sites, Self-training, Keen trouble-shooting skills, Highly detail-oriented and big-picture focused, Translates technical jargon from Martian to English"
1090,"IT Security, Cloud migration, Database management, Configuration management, Technical leadership, SQL, Oracle, Linux, AWS"
1091,"Accomplished session and live performance musician, Adept in Rock & Roll, Rockabilly, Blues, Country, Swing, and R&B, Database Administration, Software evaluation and selection, Project Team Lead, Oracle Exadata, ODA, PCA deployments, Data Guard training, Database Password Authorization Management, SQL Server table partitioning, Microsoft and Oracle licensing, Presentations to senior management, Application Development and Operations Support, Performance Monitoring and Tuning, Upgrades and Patching, Established, Documented, and Enforced Standards, Backup and Recovery, Leadership, Security, Project Lead"
1092,Database Administrator
1093,"Database Administration, Production Support, Installation, Configuration, Upgrades, Patches, Performance Tuning, Backup and Recovery, High Availability Solutions, Space Management, Database Security, Migration, Documentation, Database Design, OLTP, OLAP, Backup and Recovery, Client Server GUI Software, Operating System, Database Security, SQL Injection, Azure Cloud Platform Migration, Performance Tuning, Query Optimization, Performance Monitor, SQL Profiler, Database Migration Wizard, Automated Backup Strategy, Database Security, Database Roles, Security Patches, Database Troubleshooting, High Availability, Disaster Recovery, Log Shipping, Mirroring, Always On, Clustering, Replication, TDE, IPSec, SSL, T-SQL, Stored Procedures, Triggers, Views, Execution Plan, Database Engine Tuning Advisor, Partitioned Schemas, Partitioned Tables, File Groups, DBCC, User Logins, User Privileges, Team Foundation Server, PowerShell, Git, GitHub, SSMS, VC Code, SQL Architecture, Power BI, SSAS, SSRS"
1094,"Automated Database Migration, SSRS deploys, SQL Server Patching, Backup/Restore, Disaster Recovery Planning, SQL Server Standardization, Security and Backup Procedures, Performance Tuning, Index Analysis, Memory Configurations, Batch Processes, Import/Export, Bulk Loads, Bulk Insert ETL, Compliance Management, Twitter Bootstrap, CSS, JQuery Validations, TDD, VS Testing Tools, EF, MS SQL Database, Barcode Scanner, POS System"
1095,"Oracle DBA, SQL Server"
1096,"Forward-thinking professional, Driving software and database upgrade initiatives, Modernizing systems, Champion of customer service, Improving customer/user requirements, Application support and development, Technical leader, Equipping technicians, end-users and executives, Adapting to rapidly changing environments, Adopting and applying latest hardware, software and networking innovations, Overcoming obstacles, System analyst support, Effective research, Troubleshooting, Solutions to internal and external customer requirements"
